Entity,Code,Year,Gas - Proved reserves
Malaysia,MYS,1999,1063557028770.4468
Malaysia,MYS,2000,1063557028770.4468
Malaysia,MYS,2001,1125436663627.6245
Malaysia,MYS,2002,1147352337837.2192
Malaysia,MYS,2003,1121827006340.0269
Malaysia,MYS,2004,1098235368728.6377
Malaysia,MYS,2005,1133816242218.0176
Malaysia,MYS,2006,1146398425102.234
Malaysia,MYS,2007,1134589672088.623
Malaysia,MYS,2008,1134048223495.4834
Malaysia,MYS,2009,1078013420104.9805
Malaysia,MYS,2010,1027267098426.8188
Malaysia,MYS,2011,1051174879074.0967
Malaysia,MYS,2012,1018320918083.1909
Malaysia,MYS,2013,1018012404441.8335
Malaysia,MYS,2014,1110558986663.8184
Malaysia,MYS,2015,1002238631248.4741
Malaysia,MYS,2016,946681201457.9773
Malaysia,MYS,2017,908230602741.2415
Malaysia,MYS,2018,908230602741.2415
Malaysia,MYS,2019,908230602741.2415
Malaysia,MYS,2020,908230602741.2415
Mexico,MEX,1980,1781324982643.1274
Mexico,MEX,1981,2080650091171.2646
Mexico,MEX,1982,2080650091171.2646
Mexico,MEX,1983,2126475095748.9014
Mexico,MEX,1984,2117700099945.0684
Mexico,MEX,1985,2112824916839.5996
Mexico,MEX,1986,2092350006103.5156
Mexico,MEX,1987,2066025018692.0166
Mexico,MEX,1988,2026050090789.795
Mexico,MEX,1989,2008500099182.129
Mexico,MEX,1990,1974375009536.7432
Mexico,MEX,1991,1958775043487.5488
Mexico,MEX,1992,1933424949645.996
Mexico,MEX,1993,1923674941062.9272
Mexico,MEX,1994,1888574957847.5952
Mexico,MEX,1995,1868100047111.5112
Mexico,MEX,1996,1764750003814.6973
Mexico,MEX,1997,1752074956893.921
Mexico,MEX,1998,829725027084.3506
Mexico,MEX,1999,839474976062.7747
Mexico,MEX,2000,814125001430.5115
Mexico,MEX,2001,777074992656.7078
Mexico,MEX,2002,413399994373.32153
Mexico,MEX,2003,410474985837.9364
Mexico,MEX,2004,408524990081.7871
Mexico,MEX,2005,403919994831.0852
Mexico,MEX,2006,384082764387.13074
Mexico,MEX,2007,363674998283.3862
Mexico,MEX,2008,350024998188.0188
Mexico,MEX,2009,335453838109.9701
Mexico,MEX,2010,350258409976.9592
Mexico,MEX,2011,356966882944.10706
Mexico,MEX,2012,356395006179.8096
Mexico,MEX,2013,344046145677.5665
Mexico,MEX,2014,320912778377.53296
Mexico,MEX,2015,241364389657.97424
Mexico,MEX,2016,195792838931.08368
Mexico,MEX,2017,184834465384.48334
Mexico,MEX,2018,178510069847.10693
Mexico,MEX,2019,178069949150.08545
Mexico,MEX,2020,178069949150.08545
Middle East (BP),,1980,24030378341674.805
Middle East (BP),,1981,24320951461791.992
Middle East (BP),,1982,25190446853637.695
Middle East (BP),,1983,25684650421142.58
Middle East (BP),,1984,26724061965942.383
Middle East (BP),,1985,26987373352050.78
Middle East (BP),,1986,29641529083251.953
Middle East (BP),,1987,30371040344238.28
Middle East (BP),,1988,33380683898925.78
Middle East (BP),,1989,36670967102050.78
Middle East (BP),,1990,36811290740966.8
Middle East (BP),,1991,41381469726562.5
Middle East (BP),,1992,42580940246582.03
Middle East (BP),,1993,43003097534179.69
Middle East (BP),,1994,44100536346435.55
Middle East (BP),,1995,44025424957275.39
Middle East (BP),,1996,47684009552001.95
Middle East (BP),,1997,47902648925781.25
Middle East (BP),,1998,51554725646972.66
Middle East (BP),,1999,53774188995361.33
Middle East (BP),,2000,58250221252441.41
Middle East (BP),,2001,70375854492187.5
Middle East (BP),,2002,71213844299316.4
Middle East (BP),,2003,71744903564453.12
Middle East (BP),,2004,71703804016113.28
Middle East (BP),,2005,69788131713867.19
Middle East (BP),,2006,70943038940429.69
Middle East (BP),,2007,72265678405761.72
Middle East (BP),,2008,73720520019531.25
Middle East (BP),,2009,73626289367675.78
Middle East (BP),,2010,77809890747070.31
Middle East (BP),,2011,78417053222656.25
Middle East (BP),,2012,77388793945312.5
Middle East (BP),,2013,77664016723632.81
Middle East (BP),,2014,77622909545898.44
Middle East (BP),,2015,76971817016601.56
Middle East (BP),,2016,77606491088867.19
Middle East (BP),,2017,75313247680664.06
Middle East (BP),,2018,75568504333496.1
Middle East (BP),,2019,75763076782226.56
Middle East (BP),,2020,75806922912597.66
Myanmar,MMR,1980,90674996376.0376
Myanmar,MMR,1981,142350003123.2834
Myanmar,MMR,1982,142350003123.2834
Myanmar,MMR,1983,238875001668.93005
Myanmar,MMR,1984,253500014543.53333
Myanmar,MMR,1985,261299997568.1305
Myanmar,MMR,1986,261299997568.1305
Myanmar,MMR,1987,261299997568.1305
Myanmar,MMR,1988,260325014591.21704
Myanmar,MMR,1989,259350001811.9812
Myanmar,MMR,1990,258374989032.74536
Myanmar,MMR,1991,271050006151.19934
Myanmar,MMR,1992,271050006151.19934
Myanmar,MMR,1993,261299997568.1305
Myanmar,MMR,1994,261299997568.1305
Myanmar,MMR,1995,261299997568.1305
Myanmar,MMR,1996,274949997663.4979
Myanmar,MMR,1997,275925010442.73376
Myanmar,MMR,1998,277875006198.88306
Myanmar,MMR,1999,279825001955.03235
Myanmar,MMR,2000,279825001955.03235
Myanmar,MMR,2001,336374998092.65137
Myanmar,MMR,2002,433874994516.3727
Myanmar,MMR,2003,394874989986.4197
Myanmar,MMR,2004,472874999046.3257
Myanmar,MMR,2005,528585016727.4475
Myanmar,MMR,2006,528585016727.4475
Myanmar,MMR,2007,485759973526.001
Myanmar,MMR,2008,339253008365.6311
Myanmar,MMR,2009,326900333166.12244
Myanmar,MMR,2010,217231899499.8932
Myanmar,MMR,2011,217231899499.8932
Myanmar,MMR,2012,278213053941.7267
Myanmar,MMR,2013,518310904502.86865
Myanmar,MMR,2014,519145548343.65845
Myanmar,MMR,2015,505596756935.1196
Myanmar,MMR,2016,489808857440.9485
Myanmar,MMR,2017,474884569644.928
Myanmar,MMR,2018,460523158311.8439
Myanmar,MMR,2019,446934401988.98315
Myanmar,MMR,2020,432211875915.52734
Netherlands,NLD,1980,1989613890647.8882
Netherlands,NLD,1981,1921555161476.1353
Netherlands,NLD,1982,1871173977851.8677
Netherlands,NLD,1983,1838470458984.375
Netherlands,NLD,1984,1798695802688.5986
Netherlands,NLD,1985,1762456774711.609
Netherlands,NLD,1986,1727985382080.0781
Netherlands,NLD,1987,1688210844993.5913
Netherlands,NLD,1988,1659042716026.3062
Netherlands,NLD,1989,1648436188697.815
Netherlands,NLD,1990,1867638468742.3706
Netherlands,NLD,1991,1843773722648.6206
Netherlands,NLD,1992,1821676731109.6191
Netherlands,NLD,1993,1776598811149.5972
Netherlands,NLD,1994,1765108346939.087
Netherlands,NLD,1995,1725333809852.6
Netherlands,NLD,1996,1705888390541.0767
Netherlands,NLD,1997,1720914363861.084
Netherlands,NLD,1998,1673184871673.584
Netherlands,NLD,1999,1622803688049.3164
Netherlands,NLD,2000,1570654749870.3003
Netherlands,NLD,2001,1536183476448.059
Netherlands,NLD,2002,1492873311042.7856
Netherlands,NLD,2003,1427466154098.5107
Netherlands,NLD,2004,1389459371566.7725
Netherlands,NLD,2005,1334658741950.9888
Netherlands,NLD,2006,1271903276443.4814
Netherlands,NLD,2007,1228593230247.4976
Netherlands,NLD,2008,1188818573951.7212
Netherlands,NLD,2009,1228593230247.4976
Netherlands,NLD,2010,1152579545974.7314
Netherlands,NLD,2011,1087172389030.4565
Netherlands,NLD,2012,844105422496.7957
Netherlands,NLD,2013,792840361595.1538
Netherlands,NLD,2014,706220090389.2517
Netherlands,NLD,2015,729201018810.2722
Netherlands,NLD,2016,654071211814.8804
Netherlands,NLD,2017,614296615123.7488
Netherlands,NLD,2018,173240482807.15942
Netherlands,NLD,2019,129930362105.36957
Netherlands,NLD,2020,129930362105.36957
Nigeria,NGA,1980,1103083014488.2202
Nigeria,NGA,1981,1089630961418.1519
Nigeria,NGA,1982,1315759539604.187
Nigeria,NGA,1983,1301499962806.7017
Nigeria,NGA,1984,1287250041961.67
Nigeria,NGA,1985,1273000001907.3486
Nigeria,NGA,1986,2279999971389.7705
Nigeria,NGA,1987,2286649942398.0713
Nigeria,NGA,1988,2352200031280.5176
Nigeria,NGA,1989,2690399885177.6123
Nigeria,NGA,1990,2697999954223.633
Nigeria,NGA,1991,3230000019073.4863
Nigeria,NGA,1992,3530390024185.1807
Nigeria,NGA,1993,3498850107192.993
Nigeria,NGA,1994,3277499914169.3115
Nigeria,NGA,1995,3300299882888.794
Nigeria,NGA,1996,3301249980926.5137
Nigeria,NGA,1997,3308850049972.534
Nigeria,NGA,1998,3336400032043.457
Nigeria,NGA,1999,3336400032043.457
Nigeria,NGA,2000,3900700092315.674
Nigeria,NGA,2001,4401064872741.699
Nigeria,NGA,2002,4747435092926.025
Nigeria,NGA,2003,4928625106811.523
Nigeria,NGA,2004,4967454910278.32
Nigeria,NGA,2005,4894209861755.371
Nigeria,NGA,2006,4946650028228.76
Nigeria,NGA,2007,5027400016784.668
Nigeria,NGA,2008,5027400016784.668
Nigeria,NGA,2009,5027400016784.668
Nigeria,NGA,2010,4918691635131.836
Nigeria,NGA,2011,4916808128356.934
Nigeria,NGA,2012,4862461090087.891
Nigeria,NGA,2013,4851699352264.404
Nigeria,NGA,2014,5057788372039.795
Nigeria,NGA,2015,5020063877105.713
Nigeria,NGA,2016,5201444149017.334
Nigeria,NGA,2017,5345526695251.465
Nigeria,NGA,2018,5391247272491.455
Nigeria,NGA,2019,5472979545593.262
Nigeria,NGA,2020,5472979545593.262
Non-OECD (BP),,1980,56820022583007.81
Non-OECD (BP),,1981,58906242370605.47
Non-OECD (BP),,1982,61202697753906.25
Non-OECD (BP),,1983,62503395080566.41
Non-OECD (BP),,1984,65223320007324.22
Non-OECD (BP),,1985,67498657226562.5
Non-OECD (BP),,1986,73412315368652.34
Non-OECD (BP),,1987,75234916687011.72
Non-OECD (BP),,1988,79303459167480.47
Non-OECD (BP),,1989,90115058898925.78
Non-OECD (BP),,1990,93035545349121.1
Non-OECD (BP),,1991,99356681823730.47
Non-OECD (BP),,1992,101932922363281.25
Non-OECD (BP),,1993,103679649353027.34
Non-OECD (BP),,1994,104594627380371.1
Non-OECD (BP),,1995,104852874755859.38
Non-OECD (BP),,1996,107961402893066.4
Non-OECD (BP),,1997,110999298095703.12
Non-OECD (BP),,1998,115281875610351.56
Non-OECD (BP),,1999,118544357299804.69
Non-OECD (BP),,2000,124421058654785.16
Non-OECD (BP),,2001,137555953979492.19
Non-OECD (BP),,2002,139570205688476.56
Non-OECD (BP),,2003,140244720458984.38
Non-OECD (BP),,2004,140839233398437.5
Non-OECD (BP),,2005,139045852661132.81
Non-OECD (BP),,2006,140971740722656.25
Non-OECD (BP),,2007,147897933959960.94
Non-OECD (BP),,2008,150189941406250
Non-OECD (BP),,2009,152637435913085.94
Non-OECD (BP),,2010,162359176635742.2
Non-OECD (BP),,2011,163691284179687.5
Non-OECD (BP),,2012,163433654785156.25
Non-OECD (BP),,2013,163222122192382.8
Non-OECD (BP),,2014,165052032470703.12
Non-OECD (BP),,2015,164732009887695.3
Non-OECD (BP),,2016,167033111572265.62
Non-OECD (BP),,2017,167973922729492.2
Non-OECD (BP),,2018,168879837036132.8
Non-OECD (BP),,2019,170261062622070.3
Non-OECD (BP),,2020,167794082641601.56
North America,,1980,9896733283996.582
North America,,1981,10380658149719.238
North America,,1982,10396197319030.762
North America,,1983,10412598609924.316
North America,,1984,10513589859008.79
North America,,1985,10379187583923.34
North America,,1986,10265520095825.195
North America,,1987,10063049316406.25
North America,,1988,9472624778747.559
North America,,1989,9501630783081.055
North America,,1990,9487993240356.445
North America,,1991,9383166313171.387
North America,,1992,9259414672851.562
North America,,1993,8747244834899.902
North America,,1994,8478675842285.156
North America,,1995,8585341453552.246
North America,,1996,8634998321533.203
North America,,1997,8572431564331.055
North America,,1998,7545281887054.443
North America,,1999,7661868095397.949
North America,,2000,7826321601867.676
North America,,2001,7982096195220.947
North America,,2002,7696363449096.68
North America,,2003,7635272502899.17
North America,,2004,7723478794097.9
North America,,2005,8035777091979.98
North America,,2006,8155661582946.777
North America,,2007,8852039337158.203
North America,,2008,9095195770263.672
North America,,2009,9783056259155.273
North America,,2010,10879007339477.54
North America,,2011,11622670173645.02
North America,,2012,10986337661743.164
North America,,2013,11796657562255.86
North America,,2014,12539026260375.977
North America,,2015,10980581283569.336
North America,,2016,11229905128479.004
North America,,2017,14376754760742.188
North America,,2018,15248405456542.969
North America,,2019,15090612411499.023
North America,,2020,15450324058532.715
North America (BP),,1980,9607157707214.355
North America (BP),,1981,10049158096313.477
North America (BP),,1982,10070547103881.836
North America (BP),,1983,10103524208068.848
North America (BP),,1984,10210365295410.156
North America (BP),,1985,10070113182067.871
North America (BP),,1986,9964244842529.297
North America (BP),,1987,9767623901367.188
North America (BP),,1988,9185974121093.75
North America (BP),,1989,9203280448913.574
North America (BP),,1990,9222793579101.562
North America (BP),,1991,9131616592407.227
North America (BP),,1992,9012740135192.871
North America (BP),,1993,8503495216369.629
North America (BP),,1994,8181300163269.043
North America (BP),,1995,8226541519165.039
North America (BP),,1996,8171873092651.367
North America (BP),,1997,8049831390380.859
North America (BP),,1998,6981731414794.922
North America (BP),,1999,7054443359375
North America (BP),,2000,7265696525573.73
North America (BP),,2001,7402946472167.969
North America (BP),,2002,7104538440704.346
North America (BP),,2003,7099022388458.252
North America (BP),,2004,7188203811645.508
North America (BP),,2005,7500502586364.746
North America (BP),,2006,7669137001037.598
North America (BP),,2007,8365448951721.191
North America (BP),,2008,8654384613037.109
North America (BP),,2009,9369490623474.121
North America (BP),,2010,10492744445800.781
North America (BP),,2011,11243947029113.77
North America (BP),,2012,10612772941589.355
North America (BP),,2013,11446914672851.562
North America (BP),,2014,12210579872131.348
North America (BP),,2015,10653110504150.39
North America (BP),,2016,10928275108337.402
North America (BP),,2017,14057020187377.93
North America (BP),,2018,14965021133422.852
North America (BP),,2019,14790842056274.414
North America (BP),,2020,15150732040405.273
Norway,NOR,1980,385089993476.8677
Norway,NOR,1981,369210004806.51855
Norway,NOR,1982,342412501573.5626
Norway,NOR,1983,403947502374.64905
Norway,NOR,1984,377149999141.6931
Norway,NOR,1985,541309475898.7427
Norway,NOR,1986,449404001235.9619
Norway,NOR,1987,1237548232078.5522
Norway,NOR,1988,1719009995460.5103
Norway,NOR,1989,1717025041580.2002
Norway,NOR,1990,1667499303817.749
Norway,NOR,1991,1264147281646.7285
Norway,NOR,1992,1370444059371.9482
Norway,NOR,1993,1344638943672.1802
Norway,NOR,1994,1335706472396.8506
Norway,NOR,1995,1342058539390.564
Norway,NOR,1996,1468899965286.255
Norway,NOR,1997,1164202451705.9326
Norway,NOR,1998,1163210034370.4224
Norway,NOR,1999,1237647533416.748
Norway,NOR,2000,1249557495117.1875
Norway,NOR,2001,2172582387924.1943
Norway,NOR,2002,2101122617721.5576
Norway,NOR,2003,2442542552947.998
Norway,NOR,2004,2368104934692.383
Norway,NOR,2005,2340315103530.884
Norway,NOR,2006,2284734964370.7275
Norway,NOR,2007,2295652389526.367
Norway,NOR,2008,2198387384414.6729
Norway,NOR,2009,2030654907226.5625
Norway,NOR,2010,2026684999465.9424
Norway,NOR,2011,2054475069046.0205
Norway,NOR,2012,2074325084686.2793
Norway,NOR,2013,2033632516860.962
Norway,NOR,2014,1907585024833.6792
Norway,NOR,2015,1842973232269.287
Norway,NOR,2016,1750174522399.9023
Norway,NOR,2017,1716171503067.0166
Norway,NOR,2018,1609308958053.5889
Norway,NOR,2019,1532678008079.5288
Norway,NOR,2020,1429180145263.6719
OECD (BP),,1980,14069098472595.215
OECD (BP),,1981,14561936378479.004
OECD (BP),,1982,14602666854858.398
OECD (BP),,1983,14891013145446.777
OECD (BP),,1984,14988664627075.195
OECD (BP),,1985,14906905174255.371
OECD (BP),,1986,14915610313415.527
OECD (BP),,1987,15601383209228.516
OECD (BP),,1988,15449060440063.477
OECD (BP),,1989,15348749160766.602
OECD (BP),,1990,15327465057373.047
OECD (BP),,1991,14793491363525.39
OECD (BP),,1992,14913327217102.05
OECD (BP),,1993,14340226173400.879
OECD (BP),,1994,14229362487792.969
OECD (BP),,1995,14235307693481.445
OECD (BP),,1996,14377755165100.098
OECD (BP),,1997,14039658546447.754
OECD (BP),,1998,13240032196044.922
OECD (BP),,1999,13356072425842.285
OECD (BP),,2000,13602136611938.477
OECD (BP),,2001,14925693511962.89
OECD (BP),,2002,14329339981079.102
OECD (BP),,2003,14336102485656.738
OECD (BP),,2004,14180590629577.637
OECD (BP),,2005,14346892356872.559
OECD (BP),,2006,14313316345214.844
OECD (BP),,2007,14774279594421.387
OECD (BP),,2008,15771628379821.777
OECD (BP),,2009,16338628768920.898
OECD (BP),,2010,17581645965576.172
OECD (BP),,2011,18228197097778.32
OECD (BP),,2012,17361057281494.14
OECD (BP),,2013,18076692581176.758
OECD (BP),,2014,18109859466552.734
OECD (BP),,2015,16460905075073.242
OECD (BP),,2016,16502460479736.328
OECD (BP),,2017,19853971481323.242
OECD (BP),,2018,20173543930053.71
OECD (BP),,2019,20006326675415.04
OECD (BP),,2020,20279693603515.625
Oceania,,1980,141335994005.20325
Oceania,,1981,356382012367.24854
Oceania,,1982,499980002641.67786
Oceania,,1983,490619987249.3744
Oceania,,1984,537419974803.92456
Oceania,,1985,553129017353.0579
Oceania,,1986,703859686851.5015
Oceania,,1987,834405779838.562
Oceania,,1988,806611895561.2183
Oceania,,1989,746439456939.6973
Oceania,,1990,724701642990.1123
Oceania,,1991,743751943111.4197
Oceania,,1992,787649929523.468
Oceania,,1993,777492880821.228
Oceania,,1994,1010675430297.8516
Oceania,,1995,988835453987.1216
Oceania,,1996,1063715338706.9702
Oceania,,1997,1168235421180.725
Oceania,,1998,1554335355758.667
Oceania,,1999,1554335355758.667
Oceania,,2000,1721255421638.4888
Oceania,,2001,2083176374435.4248
Oceania,,2002,1974600911140.442
Oceania,,2003,1860288977622.9858
Oceania,,2004,1814124584197.998
Oceania,,2005,1838157415390.0146
Oceania,,2006,1854177713394.165
Oceania,,2007,1790346980094.9097
Oceania,,2008,2745185375213.623
Oceania,,2009,2903035879135.132
Oceania,,2010,3009105205535.8887
Oceania,,2011,2964114189147.949
Oceania,,2012,2968581438064.575
Oceania,,2013,2969374418258.667
Oceania,,2014,2531719684600.83
Oceania,,2015,2525555849075.3174
Oceania,,2016,2592079162597.6562
Oceania,,2017,2581681013107.3
Oceania,,2018,2571842908859.253
Oceania,,2019,2565614938735.962
Oceania,,2020,2552740097045.8984
Oman,OMN,1980,78974999487.40005
Oman,OMN,1981,76049998402.59552
Oman,OMN,1982,80925002694.12994
Oman,OMN,1983,160874992609.02405
Oman,OMN,1984,209625005722.0459
Oman,OMN,1985,212549999356.26984
Oman,OMN,1986,223275005817.41333
Oman,OMN,1987,265199989080.42908
Oman,OMN,1988,275925010442.73376
Oman,OMN,1989,272024989128.1128
Oman,OMN,1990,273000001907.34863
Oman,OMN,1991,90674996376.0376
Oman,OMN,1992,146249994635.58197
Oman,OMN,1993,194999992847.44263
Oman,OMN,1994,249599993228.91235
Oman,OMN,1995,441675007343.29224
Oman,OMN,1996,601575016975.4028
Oman,OMN,1997,528450012207.03125
Oman,OMN,1998,553799986839.2944
Oman,OMN,1999,782275021076.2024
Oman,OMN,2000,809607505798.3398
Oman,OMN,2001,891605019569.397
Oman,OMN,2002,891605019569.397
Oman,OMN,2003,933075010776.5198
Oman,OMN,2004,937787473201.7517
Oman,OMN,2005,937787473201.7517
Oman,OMN,2006,923650026321.4111
Oman,OMN,2007,923650026321.4111
Oman,OMN,2008,926249980926.5137
Oman,OMN,2009,498805880546.5698
Oman,OMN,2010,490265876054.7638
Oman,OMN,2011,485194295644.76013
Oman,OMN,2012,475591421127.31934
Oman,OMN,2013,664813816547.3938
Oman,OMN,2014,664462506771.0876
Oman,OMN,2015,664462506771.0876
Oman,OMN,2016,664462506771.0876
Oman,OMN,2017,664462506771.0876
Oman,OMN,2018,666347503662.1094
Oman,OMN,2019,666347503662.1094
Oman,OMN,2020,666347503662.1094
Other Africa (BP),,1980,329549998044.96765
Other Africa (BP),,1981,331499993801.11694
Other Africa (BP),,1982,421200007200.2411
Other Africa (BP),,1983,532350003719.32983
Other Africa (BP),,1984,541124999523.16284
Other Africa (BP),,1985,577199995517.7307
Other Africa (BP),,1986,705600023269.6533
Other Africa (BP),,1987,757437527179.718
Other Africa (BP),,1988,784737527370.4529
Other Africa (BP),,1989,790587484836.5784
Other Africa (BP),,1990,792537510395.05
Other Africa (BP),,1991,735987484455.1086
Other Africa (BP),,1992,752487480640.4114
Other Africa (BP),,1993,708612501621.2463
Other Africa (BP),,1994,737862527370.4529
Other Africa (BP),,1995,766137480735.7788
Other Africa (BP),,1996,791378736495.9717
Other Africa (BP),,1997,778703749179.8401
Other Africa (BP),,1998,803078770637.5122
Other Africa (BP),,1999,829018771648.407
Other Africa (BP),,2000,1043436050415.0391
Other Africa (BP),,2001,1045413970947.2656
Other Africa (BP),,2002,1028806447982.7881
Other Africa (BP),,2003,986628055572.5098
Other Africa (BP),,2004,1023415088653.5645
Other Africa (BP),,2005,1108465075492.859
Other Africa (BP),,2006,1108028292655.9448
Other Africa (BP),,2007,1105770111083.9844
Other Africa (BP),,2008,1132882475852.9663
Other Africa (BP),,2009,1206435680389.4043
Other Africa (BP),,2010,1208677887916.565
Other Africa (BP),,2011,1265417575836.1816
Other Africa (BP),,2012,1260013341903.6865
Other Africa (BP),,2013,1246912717819.2139
Other Africa (BP),,2014,1210129618644.7144
Other Africa (BP),,2015,1192232012748.7183
Other Africa (BP),,2016,1314612627029.419
Other Africa (BP),,2017,1287770748138.4277
Other Africa (BP),,2018,1302258610725.4028
Other Africa (BP),,2019,1570575833320.6177
Other Africa (BP),,2020,1568531274795.5322
Other Asia Pacific (BP),,1980,236925005912.78076
Other Asia Pacific (BP),,1981,239849999547.0047
Other Asia Pacific (BP),,1982,230100005865.09705
Other Asia Pacific (BP),,1983,229124993085.8612
Other Asia Pacific (BP),,1984,226199999451.63727
Other Asia Pacific (BP),,1985,247649997472.76306
Other Asia Pacific (BP),,1986,228149995207.78656
Other Asia Pacific (BP),,1987,222299993038.1775
Other Asia Pacific (BP),,1988,262275010347.36633
Other Asia Pacific (BP),,1989,252525001764.2975
Other Asia Pacific (BP),,1990,273292511701.58386
Other Asia Pacific (BP),,1991,253402501344.6808
Other Asia Pacific (BP),,1992,258862495422.36328
Other Asia Pacific (BP),,1993,262470006942.74902
Other Asia Pacific (BP),,1994,268027514219.28406
Other Asia Pacific (BP),,1995,258862495422.36328
Other Asia Pacific (BP),,1996,253695011138.91602
Other Asia Pacific (BP),,1997,265004992485.0464
Other Asia Pacific (BP),,1998,261787503957.7484
Other Asia Pacific (BP),,1999,248722493648.52905
Other Asia Pacific (BP),,2000,246480002999.30573
Other Asia Pacific (BP),,2001,292890012264.2517
Other Asia Pacific (BP),,2002,290647506713.8672
Other Asia Pacific (BP),,2003,327570259571.07544
Other Asia Pacific (BP),,2004,328033328056.33545
Other Asia Pacific (BP),,2005,324423670768.7378
Other Asia Pacific (BP),,2006,322769165039.0625
Other Asia Pacific (BP),,2007,315287977457.0465
Other Asia Pacific (BP),,2008,303835868835.4492
Other Asia Pacific (BP),,2009,271241247653.96118
Other Asia Pacific (BP),,2010,260092020034.79004
Other Asia Pacific (BP),,2011,254163473844.5282
Other Asia Pacific (BP),,2012,240274101495.7428
Other Asia Pacific (BP),,2013,245894789695.73975
Other Asia Pacific (BP),,2014,240798056125.64087
Other Asia Pacific (BP),,2015,231064409017.56287
Other Asia Pacific (BP),,2016,222414210438.72833
Other Asia Pacific (BP),,2017,203562378883.36182
Other Asia Pacific (BP),,2018,195114016532.89795
Other Asia Pacific (BP),,2019,190939784049.9878
Other Asia Pacific (BP),,2020,189255237579.3457
Other CIS (BP),,1997,9804241359.233856
Other CIS (BP),,1998,9550206363.201141
Other CIS (BP),,1999,9292135946.452618
Other CIS (BP),,2000,9032653644.680977
Other CIS (BP),,2001,7746757008.135319
Other CIS (BP),,2002,7432498969.137669
Other CIS (BP),,2003,7144915871.322155
Other CIS (BP),,2004,6829795893.281698
Other CIS (BP),,2005,6530812010.169029
Other CIS (BP),,2006,6229427177.459002
Other CIS (BP),,2007,5936791189.014912
Other CIS (BP),,2008,5667497869.580984
Other CIS (BP),,2009,5383656825.8702755
Other CIS (BP),,2010,5114546045.660973
Other CIS (BP),,2011,4836606793.105602
Other CIS (BP),,2012,4584105219.691992
Other CIS (BP),,2013,3826885949.82028
Other CIS (BP),,2014,3566171973.9437103
Other CIS (BP),,2015,3298545954.748988
Other CIS (BP),,2016,3254543989.8967743
Other CIS (BP),,2017,3182871965.6914473
Other CIS (BP),,2018,3089057980.105281
Other CIS (BP),,2019,2982480917.1259403
Other CIS (BP),,2020,2860656939.446926
Other Caribbean (BP),,1980,0
Other Caribbean (BP),,1981,0
Other Caribbean (BP),,1982,0
Other Caribbean (BP),,1983,0
Other Caribbean (BP),,1984,0
Other Caribbean (BP),,1985,0
Other Caribbean (BP),,1986,0
Other Caribbean (BP),,1987,0
Other Caribbean (BP),,1988,0
Other Caribbean (BP),,1989,19500000402.331352
Other Caribbean (BP),,1990,19500000402.331352
Other Caribbean (BP),,1991,19500000402.331352
Other Caribbean (BP),,1992,19500000402.331352
Other Caribbean (BP),,1993,19500000402.331352
Other Caribbean (BP),,1994,18525000661.611557
Other Caribbean (BP),,1995,18525000661.611557
Other Caribbean (BP),,1996,18525000661.611557
Other Caribbean (BP),,1997,18525000661.611557
Other Caribbean (BP),,1998,17550000920.89176
Other Caribbean (BP),,1999,17550000920.89176
Other Caribbean (BP),,2000,17550000920.89176
Other Caribbean (BP),,2001,17550000920.89176
Other Caribbean (BP),,2002,17550000920.89176
Other Caribbean (BP),,2003,17550000920.89176
Other Caribbean (BP),,2004,16574999317.526817
Other Caribbean (BP),,2005,18525000661.611557
Other Caribbean (BP),,2006,18525000661.611557
Other Caribbean (BP),,2007,18525000661.611557
Other Caribbean (BP),,2008,17550000920.89176
Other Caribbean (BP),,2009,16574999317.526817
Other Caribbean (BP),,2010,15599999576.807022
Other Caribbean (BP),,2011,13650000095.367432
Other Caribbean (BP),,2012,12649999931.454659
Other Caribbean (BP),,2013,12675000354.647636
Other Caribbean (BP),,2014,11675000190.734863
Other Caribbean (BP),,2015,10700000450.015068
Other Caribbean (BP),,2016,9724999777.972698
Other Caribbean (BP),,2017,10206249542.534351
Other Caribbean (BP),,2018,10206249542.534351
Other Caribbean (BP),,2019,10206249542.534351
Other Caribbean (BP),,2020,9724999777.972698
Other Europe (BP),,1980,317849993705.7495
Other Europe (BP),,1981,331499993801.11694
Other Europe (BP),,1982,340274989604.94995
Other Europe (BP),,1983,360749989748.0011
Other Europe (BP),,1984,363674998283.3862
Other Europe (BP),,1985,356849998235.7025
Other Europe (BP),,1986,350024998188.0188
Other Europe (BP),,1987,343199998140.3351
Other Europe (BP),,1988,338324993848.80066
Other Europe (BP),,1989,341250002384.1858
Other Europe (BP),,1990,327428728342.0563
Other Europe (BP),,1991,314512521028.5187
Other Europe (BP),,1992,314401805400.8484
Other Europe (BP),,1993,306349039077.7588
Other Europe (BP),,1994,256555974483.49
Other Europe (BP),,1995,259060174226.76086
Other Europe (BP),,1996,213224902749.06158
Other Europe (BP),,1997,200335606932.64008
Other Europe (BP),,1998,172032266855.23987
Other Europe (BP),,1999,204809397459.03015
Other Europe (BP),,2000,182590261101.72272
Other Europe (BP),,2001,182938277721.40503
Other Europe (BP),,2002,170067325234.41315
Other Europe (BP),,2003,133267998695.37354
Other Europe (BP),,2004,133010134100.914
Other Europe (BP),,2005,138788878917.6941
Other Europe (BP),,2006,135767072439.19373
Other Europe (BP),,2007,150403439998.6267
Other Europe (BP),,2008,137866675853.72925
