Entity,Code,Year,Oil - Proved reserves
Malaysia,MYS,1992,3834105014.8010254
Malaysia,MYS,1993,2696099996.5667725
Malaysia,MYS,1994,2578223943.710327
Malaysia,MYS,1995,2507999897.003174
Malaysia,MYS,1996,2413949966.430664
Malaysia,MYS,1997,2432760000.228882
Malaysia,MYS,1998,2144340038.2995605
Malaysia,MYS,1999,2125530004.5013428
Malaysia,MYS,2000,2125530004.5013428
Malaysia,MYS,2001,2652209997.177124
Malaysia,MYS,2002,2852849960.3271484
Malaysia,MYS,2003,3028409957.885742
Malaysia,MYS,2004,3323100090.0268555
Malaysia,MYS,2005,3294258117.6757812
Malaysia,MYS,2006,2706131935.119629
Malaysia,MYS,2007,3422166109.085083
Malaysia,MYS,2008,3459158897.3999023
Malaysia,MYS,2009,3634000062.942505
Malaysia,MYS,2010,3572000026.702881
Malaysia,MYS,2011,3739000082.015991
Malaysia,MYS,2012,3687999963.760376
Malaysia,MYS,2013,3799999952.316284
Malaysia,MYS,2014,3599999904.6325684
Malaysia,MYS,2015,3017999887.4664307
Malaysia,MYS,2016,2835599899.291992
Malaysia,MYS,2017,2731800079.345703
Malaysia,MYS,2018,2731800079.345703
Malaysia,MYS,2019,2731800079.345703
Malaysia,MYS,2020,2731800079.345703
Mexico,MEX,1980,47223999023.4375
Mexico,MEX,1981,52900001525.87891
Mexico,MEX,1982,54999000549.31641
Mexico,MEX,1983,54999000549.31641
Mexico,MEX,1984,29773300170.898438
Mexico,MEX,1985,29371099472.0459
Mexico,MEX,1986,29013799667.3584
Mexico,MEX,1987,28488300323.48633
Mexico,MEX,1988,27890600204.467773
Mexico,MEX,1989,27316200256.347656
Mexico,MEX,1990,26903999328.61328
Mexico,MEX,1991,26740900039.67285
Mexico,MEX,1992,26852399826.049805
Mexico,MEX,1993,26601100921.63086
Mexico,MEX,1994,26035600662.231445
Mexico,MEX,1995,25434400558.47168
Mexico,MEX,1996,24948299407.958984
Mexico,MEX,1997,39015998840.33203
Mexico,MEX,1998,41063999176.02539
Mexico,MEX,1999,24700130462.646484
Mexico,MEX,2000,24631280899.04785
Mexico,MEX,2001,23660379409.79004
Mexico,MEX,2002,22419040679.93164
Mexico,MEX,2003,15123559951.782227
Mexico,MEX,2004,14119620323.181152
Mexico,MEX,2005,12882180213.928223
Mexico,MEX,2006,11813850402.832031
Mexico,MEX,2007,11047570228.57666
Mexico,MEX,2008,10501239776.611328
Mexico,MEX,2009,10404199600.219727
Mexico,MEX,2010,10419599533.081055
Mexico,MEX,2011,10161000251.77002
Mexico,MEX,2012,10024999618.530273
Mexico,MEX,2013,10073189735.412598
Mexico,MEX,2014,9812089920.043945
Mexico,MEX,2015,9710969924.926758
Mexico,MEX,2016,7640709877.01416
Mexico,MEX,2017,7037010192.871094
Mexico,MEX,2018,6464169979.095459
Mexico,MEX,2019,6065879821.777344
Mexico,MEX,2020,6065879821.777344
Middle East (BP),,1980,362411071777.34375
Middle East (BP),,1981,365265136718.75
Middle East (BP),,1982,388902008056.6406
Middle East (BP),,1983,396920806884.7656
Middle East (BP),,1984,430755249023.4375
Middle East (BP),,1985,431731719970.7031
Middle East (BP),,1986,537127685546.875
Middle East (BP),,1987,566576904296.875
Middle East (BP),,1988,653034606933.5938
Middle East (BP),,1989,661029357910.1562
Middle East (BP),,1990,659614379882.8125
Middle East (BP),,1991,660820312500
Middle East (BP),,1992,661593444824.2188
Middle East (BP),,1993,661932373046.875
Middle East (BP),,1994,663562194824.2188
Middle East (BP),,1995,663308288574.2188
Middle East (BP),,1996,673995300292.9688
Middle East (BP),,1997,683228332519.5312
Middle East (BP),,1998,685241760253.9062
Middle East (BP),,1999,685833740234.375
Middle East (BP),,2000,696688598632.8125
Middle East (BP),,2001,698667419433.5938
Middle East (BP),,2002,741345886230.4688
Middle East (BP),,2003,745742065429.6875
Middle East (BP),,2004,750073364257.8125
Middle East (BP),,2005,755531433105.4688
Middle East (BP),,2006,755866699218.75
Middle East (BP),,2007,752851501464.8438
Middle East (BP),,2008,753685485839.8438
Middle East (BP),,2009,753116027832.0312
Middle East (BP),,2010,765946960449.2188
Middle East (BP),,2011,797936828613.2812
Middle East (BP),,2012,799258300781.25
Middle East (BP),,2013,802898010253.9062
Middle East (BP),,2014,803072265625
Middle East (BP),,2015,802925048828.125
Middle East (BP),,2016,807737915039.0625
Middle East (BP),,2017,834333251953.125
Middle East (BP),,2018,833863708496.0938
Middle East (BP),,2019,836008422851.5625
Middle East (BP),,2020,835941711425.7812
Nigeria,NGA,1980,16700000762.939453
Nigeria,NGA,1981,16500000000
Nigeria,NGA,1982,16750000000
Nigeria,NGA,1983,16549999237.060547
Nigeria,NGA,1984,16649999618.530273
Nigeria,NGA,1985,16600000381.469727
Nigeria,NGA,1986,16065999984.74121
Nigeria,NGA,1987,15979999542.236328
Nigeria,NGA,1988,16000000000
Nigeria,NGA,1989,16000000000
Nigeria,NGA,1990,17100000381.469727
Nigeria,NGA,1991,20000000000
Nigeria,NGA,1992,20990999221.801758
Nigeria,NGA,1993,20990999221.801758
Nigeria,NGA,1994,20990999221.801758
Nigeria,NGA,1995,20827999114.990234
Nigeria,NGA,1996,20827999114.990234
Nigeria,NGA,1997,20827999114.990234
Nigeria,NGA,1998,22500000000
Nigeria,NGA,1999,29000000000
Nigeria,NGA,2000,29000000000
Nigeria,NGA,2001,31506000518.79883
Nigeria,NGA,2002,34348999023.4375
Nigeria,NGA,2003,35255001068.115234
Nigeria,NGA,2004,35875999450.68359
Nigeria,NGA,2005,36220001220.703125
Nigeria,NGA,2006,37200000762.93945
Nigeria,NGA,2007,37200000762.93945
Nigeria,NGA,2008,37200000762.93945
Nigeria,NGA,2009,37200000762.93945
Nigeria,NGA,2010,37200000762.93945
Nigeria,NGA,2011,36247001647.94922
Nigeria,NGA,2012,37138999938.96484
Nigeria,NGA,2013,37070999145.50781
Nigeria,NGA,2014,37448001861.572266
Nigeria,NGA,2015,37062000274.6582
Nigeria,NGA,2016,37452999114.990234
Nigeria,NGA,2017,37452999114.990234
Nigeria,NGA,2018,36972000122.07031
Nigeria,NGA,2019,36889999389.64844
Nigeria,NGA,2020,36889999389.64844
Non-OECD (BP),,1980,541081054687.5
Non-OECD (BP),,1981,543414733886.71875
Non-OECD (BP),,1982,573673034667.9688
Non-OECD (BP),,1983,585057250976.5625
Non-OECD (BP),,1984,622083374023.4375
Non-OECD (BP),,1985,649040588378.9062
Non-OECD (BP),,1986,754722045898.4375
Non-OECD (BP),,1987,786121093750
Non-OECD (BP),,1988,873797607421.875
Non-OECD (BP),,1989,876499084472.6562
Non-OECD (BP),,1990,878774291992.1875
Non-OECD (BP),,1991,952461669921.875
Non-OECD (BP),,1992,955235595703.125
Non-OECD (BP),,1993,956522705078.125
Non-OECD (BP),,1994,962315185546.875
Non-OECD (BP),,1995,969876159667.9688
Non-OECD (BP),,1996,990990844726.5625
Non-OECD (BP),,1997,1003958862304.6875
Non-OECD (BP),,1998,1011235473632.8125
Non-OECD (BP),,1999,1018409484863.2812
Non-OECD (BP),,2000,1038246459960.9375
Non-OECD (BP),,2001,1045960083007.8125
Non-OECD (BP),,2002,1099286987304.6875
Non-OECD (BP),,2003,1110969482421.875
Non-OECD (BP),,2004,1120051147460.9375
Non-OECD (BP),,2005,1127857177734.375
Non-OECD (BP),,2006,1142564697265.625
Non-OECD (BP),,2007,1178608398437.5
Non-OECD (BP),,2008,1254898071289.0625
Non-OECD (BP),,2009,1295695068359.375
Non-OECD (BP),,2010,1398344726562.5
Non-OECD (BP),,2011,1431481689453.125
Non-OECD (BP),,2012,1436329956054.6875
Non-OECD (BP),,2013,1441348388671.875
Non-OECD (BP),,2014,1440827514648.4375
Non-OECD (BP),,2015,1437120239257.8125
Non-OECD (BP),,2016,1445648681640.625
Non-OECD (BP),,2017,1471478637695.3125
Non-OECD (BP),,2018,1472395263671.875
Non-OECD (BP),,2019,1473329833984.375
Non-OECD (BP),,2020,1472403442382.8125
North America,,1980,123856361389.16016
North America,,1981,130140792846.67969
North America,,1982,131023818969.72656
North America,,1983,131666870117.1875
North America,,1984,106964668273.92578
North America,,1985,107282539367.67578
North America,,1986,105734298706.05469
North America,,1987,105834281921.38672
North America,,1988,105155357360.83984
North America,,1989,103623695373.53516
North America,,1990,101764816284.17969
North America,,1991,99682197570.80078
North America,,1992,98357185363.76953
North America,,1993,97022926330.5664
North America,,1994,104572433471.67969
North America,,1995,104422279357.91016
North America,,1996,104682556152.34375
North America,,1997,119287506103.51562
North America,,1998,120442710876.46484
North America,,1999,237039215087.89062
North America,,2000,237677551269.53125
North America,,2001,236382904052.73438
North America,,2002,235367614746.09375
North America,,2003,226020095825.1953
North America,,2004,224556182861.32812
North America,,2005,224403793334.96094
North America,,2006,221540451049.8047
North America,,2007,221338806152.34375
North America,,2008,216203323364.2578
North America,,2009,217247207641.60156
North America,,2010,221213409423.82812
North America,,2011,225069137573.2422
North America,,2012,228877349853.51562
North America,,2013,232530563354.4922
North America,,2014,237886611938.47656
North America,,2015,230064895629.8828
North America,,2016,228504089355.46875
North America,,2017,240431213378.90625
North America,,2018,246459701538.08594
North America,,2019,244316894531.25
North America,,2020,243279464721.6797
North America (BP),,1980,123284523010.2539
North America (BP),,1981,129569335937.5
North America (BP),,1982,130390090942.38281
North America (BP),,1983,131126266479.49219
North America (BP),,1984,106394065856.9336
North America (BP),,1985,106670135498.04688
North America (BP),,1986,105169799804.6875
North America (BP),,1987,105092559814.45312
North America (BP),,1988,104421356201.17188
North America (BP),,1989,102881904602.05078
North America (BP),,1990,101037834167.48047
North America (BP),,1991,98985260009.76562
North America (BP),,1992,97682388305.66406
North America (BP),,1993,96275825500.48828
North America (BP),,1994,103811805725.09766
North America (BP),,1995,103550956726.07422
North America (BP),,1996,103730926513.67188
North America (BP),,1997,118338096618.65234
North America (BP),,1998,119445091247.5586
North America (BP),,1999,235931579589.84375
North America (BP),,2000,236524978637.6953
North America (BP),,2001,235040328979.4922
North America (BP),,2002,233490051269.53125
North America (BP),,2003,224376510620.1172
North America (BP),,2004,222994659423.82812
North America (BP),,2005,222848281860.35156
North America (BP),,2006,220619812011.71875
North America (BP),,2007,220341598510.7422
North America (BP),,2008,215247161865.23438
North America (BP),,2009,216291412353.51562
North America (BP),,2010,220257614135.7422
North America (BP),,2011,224112869262.6953
North America (BP),,2012,227921096801.7578
North America (BP),,2013,231573730468.75
North America (BP),,2014,236930084228.51562
North America (BP),,2015,229210281372.0703
North America (BP),,2016,228135040283.20312
North America (BP),,2017,240061691284.1797
North America (BP),,2018,246090362548.82812
North America (BP),,2019,243947784423.82812
North America (BP),,2020,242910491943.35938
Norway,NOR,1980,3952061653.137207
Norway,NOR,1981,3954959630.9661865
Norway,NOR,1982,3816583871.8414307
Norway,NOR,1983,4887011051.1779785
Norway,NOR,1984,4961908817.29126
Norway,NOR,1985,5902660369.873047
Norway,NOR,1986,6493355274.200439
Norway,NOR,1987,6636084556.57959
Norway,NOR,1988,8156469345.092773
Norway,NOR,1989,8421634674.072266
Norway,NOR,1990,8630572319.030762
Norway,NOR,1991,8811083793.640137
Norway,NOR,1992,9742750167.84668
Norway,NOR,1993,9566066741.94336
Norway,NOR,1994,9704442024.230957
Norway,NOR,1995,10804390907.287598
Norway,NOR,1996,11682216644.28711
Norway,NOR,1997,12040822029.11377
Norway,NOR,1998,11663025856.018066
Norway,NOR,1999,10937958717.346191
Norway,NOR,2000,11366245269.77539
Norway,NOR,2001,11596971511.84082
Norway,NOR,2002,10448167800.90332
Norway,NOR,2003,10149069786.071777
Norway,NOR,2004,9721941947.937012
Norway,NOR,2005,9688088417.053223
Norway,NOR,2006,8545746803.283691
Norway,NOR,2007,8168358802.79541
Norway,NOR,2008,7490797996.520996
Norway,NOR,2009,7077699184.417725
Norway,NOR,2010,6803992271.42334
Norway,NOR,2011,6883337020.874023
Norway,NOR,2012,7494603633.880615
Norway,NOR,2013,7047489643.096924
Norway,NOR,2014,6539224147.796631
Norway,NOR,2015,8005041122.436523
Norway,NOR,2016,7601219654.083252
Norway,NOR,2017,7917996883.392334
Norway,NOR,2018,8644515037.536621
Norway,NOR,2019,8522989273.071289
Norway,NOR,2020,7901704788.208008
OECD (BP),,1980,141539932250.97656
OECD (BP),,1981,147726776123.04688
OECD (BP),,1982,148564086914.0625
OECD (BP),,1983,149081924438.47656
OECD (BP),,1984,124278335571.28906
OECD (BP),,1985,125215240478.51562
OECD (BP),,1986,124864082336.42578
OECD (BP),,1987,124984756469.72656
OECD (BP),,1988,125693244934.08203
OECD (BP),,1989,123675582885.74219
OECD (BP),,1990,122131546020.50781
OECD (BP),,1991,120388450622.5586
OECD (BP),,1992,121621444702.14844
OECD (BP),,1993,119822639465.33203
OECD (BP),,1994,127842910766.60156
OECD (BP),,1995,128828308105.46875
OECD (BP),,1996,130263183593.75
OECD (BP),,1997,145224182128.90625
OECD (BP),,1998,146391815185.54688
OECD (BP),,1999,261854370117.1875
OECD (BP),,2000,262677642822.26562
OECD (BP),,2001,261243743896.48438
OECD (BP),,2002,257789764404.29688
OECD (BP),,2003,247342422485.35156
OECD (BP),,2004,245217819213.8672
OECD (BP),,2005,244636779785.15625
OECD (BP),,2006,240701049804.6875
OECD (BP),,2007,239717193603.51562
OECD (BP),,2008,233997192382.8125
OECD (BP),,2009,234593704223.6328
OECD (BP),,2010,238541931152.34375
OECD (BP),,2011,242778030395.5078
OECD (BP),,2012,247236831665.03906
OECD (BP),,2013,250546401977.53906
OECD (BP),,2014,253609939575.1953
OECD (BP),,2015,246782745361.32812
OECD (BP),,2016,244632690429.6875
OECD (BP),,2017,256692626953.125
OECD (BP),,2018,263748748779.29688
OECD (BP),,2019,261480773925.78125
OECD (BP),,2020,259962707519.53125
Oceania,,1980,2122811079.0252686
Oceania,,1981,2618448257.446289
Oceania,,1982,2931051731.109619
Oceania,,1983,2490765094.75708
Oceania,,1984,2559952974.319458
Oceania,,1985,2459316015.2435303
Oceania,,1986,2874443531.036377
Oceania,,1987,2905892610.5499268
Oceania,,1988,3188934087.753296
Oceania,,1989,3100876808.166504
Oceania,,1990,3157485008.239746
Oceania,,1991,3226672887.802124
Oceania,,1992,3220383167.2668457
Oceania,,1993,3258121967.315674
Oceania,,1994,3817915201.187134
Oceania,,1995,3799045801.1627197
Oceania,,1996,3817915201.187134
Oceania,,1997,4038058280.944824
Oceania,,1998,4773966312.408447
Oceania,,1999,4742517471.313477
Oceania,,2000,4943791389.465332
Oceania,,2001,4956370830.535889
Oceania,,2002,4572692394.256592
Oceania,,2003,3749438047.4090576
Oceania,,2004,3889260530.4718018
Oceania,,2005,3718341112.136841
Oceania,,2006,3514519691.467285
Oceania,,2007,3428959608.078003
Oceania,,2008,4239200592.0410156
Oceania,,2009,4061399936.6760254
Oceania,,2010,3831079721.4508057
Oceania,,2011,3872944593.4295654
Oceania,,2012,3921967506.4086914
Oceania,,2013,3957498550.415039
Oceania,,2014,2390341997.1466064
Oceania,,2015,2390341997.1466064
Oceania,,2016,2390341997.1466064
Oceania,,2017,2390341997.1466064
Oceania,,2018,2390341997.1466064
Oceania,,2019,2390341997.1466064
Oceania,,2020,2390341997.1466064
Oman,OMN,1980,2483999967.5750732
Oman,OMN,1981,2941999912.261963
Oman,OMN,1982,3400000095.3674316
Oman,OMN,1983,3500000000
Oman,OMN,1984,3900000095.3674316
Oman,OMN,1985,4066999912.261963
Oman,OMN,1986,4037000179.2907715
Oman,OMN,1987,4105199813.8427734
Oman,OMN,1988,4142000198.364258
Oman,OMN,1989,4290900230.407715
Oman,OMN,1990,4353000164.031982
Oman,OMN,1991,4349999904.632568
Oman,OMN,1992,4739999771.118164
Oman,OMN,1993,5000000000
Oman,OMN,1994,5099999904.632568
Oman,OMN,1995,5199999809.265137
Oman,OMN,1996,5300000190.734863
Oman,OMN,1997,5399000167.84668
Oman,OMN,1998,5400000095.367432
Oman,OMN,1999,5743999958.03833
Oman,OMN,2000,5848000049.591064
Oman,OMN,2001,5900000095.367432
Oman,OMN,2002,5705999851.226807
Oman,OMN,2003,5572000026.702881
Oman,OMN,2004,5572000026.702881
Oman,OMN,2005,5572000026.702881
Oman,OMN,2006,5572000026.702881
Oman,OMN,2007,5572000026.702881
Oman,OMN,2008,5572000026.702881
Oman,OMN,2009,5500000000
Oman,OMN,2010,5500000000
Oman,OMN,2011,5500000000
Oman,OMN,2012,5500000000
Oman,OMN,2013,4974299907.684326
Oman,OMN,2014,5151000022.888184
Oman,OMN,2015,5306000232.696533
Oman,OMN,2016,5373000144.958496
Oman,OMN,2017,5373000144.958496
Oman,OMN,2018,5373000144.958496
Oman,OMN,2019,5373000144.958496
Oman,OMN,2020,5373000144.958496
Other Africa (BP),,1980,558109998.7030029
Other Africa (BP),,1981,575538992.8817749
Other Africa (BP),,1982,650245010.8528137
Other Africa (BP),,1983,710074007.5111389
Other Africa (BP),,1984,982550024.9862671
Other Africa (BP),,1985,1006383299.8275757
Other Africa (BP),,1986,981756687.1643066
Other Africa (BP),,1987,954580008.9836121
Other Africa (BP),,1988,956253349.7810364
Other Africa (BP),,1989,907926678.6575317
Other Africa (BP),,1990,888710021.9726562
Other Africa (BP),,1991,811882317.0661926
Other Africa (BP),,1992,758180677.8907776
Other Africa (BP),,1993,634473025.7987976
Other Africa (BP),,1994,581646025.1808167
Other Africa (BP),,1995,665228009.223938
Other Africa (BP),,1996,670737981.7962646
Other Africa (BP),,1997,693485975.2655029
Other Africa (BP),,1998,699486017.2271729
Other Africa (BP),,1999,698423981.666565
Other Africa (BP),,2000,678319990.6349182
Other Africa (BP),,2001,614637970.9243774
Other Africa (BP),,2002,569437980.6518555
Other Africa (BP),,2003,554437994.9569702
Other Africa (BP),,2004,563138008.1176758
Other Africa (BP),,2005,545997023.5824585
Other Africa (BP),,2006,654525995.2545166
Other Africa (BP),,2007,659074008.4648132
Other Africa (BP),,2008,658290028.5720825
Other Africa (BP),,2009,621490001.6784668
Other Africa (BP),,2010,2266122102.7374268
Other Africa (BP),,2011,2176022052.7648926
Other Africa (BP),,2012,3673111915.588379
Other Africa (BP),,2013,3673412084.579468
Other Africa (BP),,2014,3749648571.0144043
Other Africa (BP),,2015,3998975276.9470215
Other Africa (BP),,2016,3951571941.3757324
Other Africa (BP),,2017,3885971069.3359375
Other Africa (BP),,2018,3807370185.852051
Other Africa (BP),,2019,3738883972.1679688
Other Africa (BP),,2020,3822950124.7406006
Other Asia Pacific (BP),,1980,993110001.0871887
Other Asia Pacific (BP),,1981,1088060021.4004517
Other Asia Pacific (BP),,1982,1083619952.2018433
Other Asia Pacific (BP),,1983,1109791994.0948486
Other Asia Pacific (BP),,1984,1100257992.7444458
Other Asia Pacific (BP),,1985,1169999957.0846558
Other Asia Pacific (BP),,1986,678799986.8392944
Other Asia Pacific (BP),,1987,670499980.4496765
Other Asia Pacific (BP),,1988,975700020.7901001
Other Asia Pacific (BP),,1989,945500016.2124634
Other Asia Pacific (BP),,1990,1005200028.4194946
Other Asia Pacific (BP),,1991,913268029.6897888
Other Asia Pacific (BP),,1992,866779983.0436707
Other Asia Pacific (BP),,1993,1089473009.109497
Other Asia Pacific (BP),,1994,1082782983.7799072
Other Asia Pacific (BP),,1995,1072813987.7319336
Other Asia Pacific (BP),,1996,1331408977.508545
Other Asia Pacific (BP),,1997,1196954965.5914307
Other Asia Pacific (BP),,1998,1339858055.114746
Other Asia Pacific (BP),,1999,1417106986.0458374
Other Asia Pacific (BP),,2000,1307611942.2912598
Other Asia Pacific (BP),,2001,1246999621.3912964
Other Asia Pacific (BP),,2002,1113950014.11438
Other Asia Pacific (BP),,2003,1428839921.951294
Other Asia Pacific (BP),,2004,1451294422.1496582
Other Asia Pacific (BP),,2005,1415513277.053833
Other Asia Pacific (BP),,2006,1390791058.5403442
Other Asia Pacific (BP),,2007,1268045902.2521973
Other Asia Pacific (BP),,2008,1259464502.3345947
Other Asia Pacific (BP),,2009,1122902154.9224854
Other Asia Pacific (BP),,2010,1107442498.2070923
Other Asia Pacific (BP),,2011,1095725297.9278564
Other Asia Pacific (BP),,2012,1074614405.632019
Other Asia Pacific (BP),,2013,1295926809.310913
Other Asia Pacific (BP),,2014,1234139561.6531372
Other Asia Pacific (BP),,2015,1255291461.94458
Other Asia Pacific (BP),,2016,1185388803.4820557
Other Asia Pacific (BP),,2017,1173656821.2509155
Other Asia Pacific (BP),,2018,1170493364.3341064
Other Asia Pacific (BP),,2019,1366695523.262024
Other Asia Pacific (BP),,2020,1337779283.5235596
Other CIS (BP),,1991,249599993.22891235
Other CIS (BP),,1992,249599993.22891235
Other CIS (BP),,1993,249599993.22891235
Other CIS (BP),,1994,249599993.22891235
Other CIS (BP),,1995,249599993.22891235
Other CIS (BP),,1996,249599993.22891235
Other CIS (BP),,1997,250000000
Other CIS (BP),,1998,250000000
Other CIS (BP),,1999,250000000
Other CIS (BP),,2000,250000000
Other CIS (BP),,2001,250000000
Other CIS (BP),,2002,250000000
Other CIS (BP),,2003,250000000
Other CIS (BP),,2004,250000000
Other CIS (BP),,2005,250000000
Other CIS (BP),,2006,250000000
Other CIS (BP),,2007,250000000
Other CIS (BP),,2008,250000000
Other CIS (BP),,2009,250000000
Other CIS (BP),,2010,250000000
Other CIS (BP),,2011,250000000
Other CIS (BP),,2012,250000000
Other CIS (BP),,2013,250000000
Other CIS (BP),,2014,250000000
Other CIS (BP),,2015,250000000
Other CIS (BP),,2016,250000000
Other CIS (BP),,2017,250000000
Other CIS (BP),,2018,250000000
Other CIS (BP),,2019,250000000
Other CIS (BP),,2020,250000000
Other Caribbean (BP),,1980,837000.0286959112
Other Caribbean (BP),,1981,449999.99227002263
Other Caribbean (BP),,1982,730000.0288523734
Other Caribbean (BP),,1983,600000.0284984708
Other Caribbean (BP),,1984,600000.0284984708
Other Caribbean (BP),,1985,399999.98989515007
Other Caribbean (BP),,1986,500000.02374872565
Other Caribbean (BP),,1987,122220002.1147728
Other Caribbean (BP),,1988,120999999.34434891
Other Caribbean (BP),,1989,123190000.6532669
Other Caribbean (BP),,1990,124783001.8401146
Other Caribbean (BP),,1991,124337002.63500214
Other Caribbean (BP),,1992,133791998.02875519
Other Caribbean (BP),,1993,187001004.81510162
Other Caribbean (BP),,1994,200624004.0063858
Other Caribbean (BP),,1995,214720994.23408508
Other Caribbean (BP),,1996,228930994.8682785
Other Caribbean (BP),,1997,243212997.9133606
Other Caribbean (BP),,1998,257553011.17897034
Other Caribbean (BP),,1999,286655992.269516
Other Caribbean (BP),,2000,301508009.43374634
Other Caribbean (BP),,2001,382508009.6721649
Other Caribbean (BP),,2002,752499997.6158142
Other Caribbean (BP),,2003,752508997.9171753
Other Caribbean (BP),,2004,752508997.9171753
Other Caribbean (BP),,2005,752499997.6158142
Other Caribbean (BP),,2006,126852005.72013855
Other Caribbean (BP),,2007,126200005.41210175
Other Caribbean (BP),,2008,126169994.47345734
Other Caribbean (BP),,2009,125789001.58405304
Other Caribbean (BP),,2010,125789001.58405304
Other Caribbean (BP),,2011,126258999.10926819
Other Caribbean (BP),,2012,126258999.10926819
Other Caribbean (BP),,2013,126839995.38421631
Other Caribbean (BP),,2014,126525998.11553955
Other Caribbean (BP),,2015,126314997.67303467
Other Caribbean (BP),,2016,126082003.11660767
Other Caribbean (BP),,2017,126534000.03910065
Other Caribbean (BP),,2018,126356005.66864014
Other Caribbean (BP),,2019,126122996.21105194
Other Caribbean (BP),,2020,125977993.01147461
Other Eastern Africa (BP),,1980,0
Other Eastern Africa (BP),,1981,0
Other Eastern Africa (BP),,1982,0
Other Eastern Africa (BP),,1983,0
Other Eastern Africa (BP),,1984,0
Other Eastern Africa (BP),,1985,0
Other Eastern Africa (BP),,1986,0
Other Eastern Africa (BP),,1987,0
Other Eastern Africa (BP),,1988,0
Other Eastern Africa (BP),,1989,0
Other Eastern Africa (BP),,1990,0
Other Eastern Africa (BP),,1991,0
Other Eastern Africa (BP),,1992,0
Other Eastern Africa (BP),,1993,0
Other Eastern Africa (BP),,1994,0
Other Eastern Africa (BP),,1995,427999.99937415123
Other Eastern Africa (BP),,1996,427999.99937415123
Other Eastern Africa (BP),,1997,427999.99937415123
Other Eastern Africa (BP),,1998,427999.99937415123
Other Eastern Africa (BP),,1999,427999.99937415123
Other Eastern Africa (BP),,2000,427999.99937415123
Other Eastern Africa (BP),,2001,427999.99937415123
Other Eastern Africa (BP),,2002,427999.99937415123
Other Eastern Africa (BP),,2003,427999.99937415123
Other Eastern Africa (BP),,2004,427999.99937415123
Other Eastern Africa (BP),,2005,3528000.0884085894
Other Eastern Africa (BP),,2006,3528000.0884085894
Other Eastern Africa (BP),,2007,3128000.069409609
Other Eastern Africa (BP),,2008,2428000.094369054
Other Eastern Africa (BP),,2009,2728000.0504106283
Other Eastern Africa (BP),,2010,1002428054.8095703
Other Eastern Africa (BP),,2011,1002128005.027771
Other Eastern Africa (BP),,2012,2502127885.8184814
Other Eastern Africa (BP),,2013,2502127885.8184814
Other Eastern Africa (BP),,2014,2501827955.2459717
Other Eastern Africa (BP),,2015,2501528024.673462
Other Eastern Africa (BP),,2016,2502628087.9974365
Other Eastern Africa (BP),,2017,2502428054.8095703
Other Eastern Africa (BP),,2018,2502827882.7667236
Other Eastern Africa (BP),,2019,2502327919.0063477
Other Eastern Africa (BP),,2020,2501427888.8702393
Other Europe (BP),,1980,2270269632.3394775
Other Europe (BP),,1981,2183703899.383545
Other Europe (BP),,1982,2348153591.156006
Other Europe (BP),,1983,2251517295.8374023
Other Europe (BP),,1984,2202918767.929077
Other Europe (BP),,1985,2249543190.0024414
Other Europe (BP),,1986,2282766819.000244
Other Europe (BP),,1987,2163064002.9907227
Other Europe (BP),,1988,2240227460.861206
Other Europe (BP),,1989,2040837049.484253
Other Europe (BP),,1990,1991545438.7664795
Other Europe (BP),,1991,2378071546.5545654
Other Europe (BP),,1992,2202305078.5064697
Other Europe (BP),,1993,2136846542.3583984
Other Europe (BP),,1994,2024182558.0596924
Other Europe (BP),,1995,1980503320.6939697
Other Europe (BP),,1996,2103942155.8380127
Other Europe (BP),,1997,1947461962.6998901
Other Europe (BP),,1998,1896463871.0021973
Other Europe (BP),,1999,2040868520.7366943
Other Europe (BP),,2000,2071189880.3710938
Other Europe (BP),,2001,1974587917.3278809
Other Europe (BP),,2002,1975191593.170166
Other Europe (BP),,2003,2087590694.4274902
Other Europe (BP),,2004,1989283084.8693848
Other Europe (BP),,2005,1944839835.1669312
Other Europe (BP),,2006,1909808158.8745117
Other Europe (BP),,2007,1886365771.2936401
Other Europe (BP),,2008,1867593526.84021
Other Europe (BP),,2009,2040266752.243042
Other Europe (BP),,2010,1939405202.8656006
Other Europe (BP),,2011,1929952383.0413818
Other Europe (BP),,2012,1765415310.8596802
Other Europe (BP),,2013,1747385263.4429932
Other Europe (BP),,2014,1695681333.54187
Other Europe (BP),,2015,1666383504.8675537
Other Europe (BP),,2016,1653443574.9053955
Other Europe (BP),,2017,1578717231.7504883
Other Europe (BP),,2018,1565852522.8500366
Other Europe (BP),,2019,1593226432.800293
Other Europe (BP),,2020,1595476984.9777222
Other Middle Africa (BP),,1980,385235011.5776062
Other Middle Africa (BP),,1981,376159012.3176575
Other Middle Africa (BP),,1982,417555004.3582916
Other Middle Africa (BP),,1983,383053988.2183075
Other Middle Africa (BP),,1984,656000018.119812
Other Middle Africa (BP),,1985,671000003.8146973
Other Middle Africa (BP),,1986,655939996.2425232
Other Middle Africa (BP),,1987,640879988.6703491
Other Middle Africa (BP),,1988,650820016.8609619
Other Middle Africa (BP),,1989,630760014.0571594
Other Middle Africa (BP),,1990,620700001.7166138
Other Middle Africa (BP),,1991,632000029.0870667
Other Middle Africa (BP),,1992,587000012.3977661
Other Middle Africa (BP),,1993,522000014.7819519
Other Middle Africa (BP),,1994,462000012.3977661
